Feature1,Feature2,Feature3,Feature4,Feature5
0.8456543129485861,0.7838440256411999,0.9485853214379264,0.922855134398586,0.3914374677065934
0.7443655860502902,0.644033141159851,0.8693853789277698,0.9290212118086668,0.373036137009168
1.048095816098457,0.6794904662110817,0.7584945785178023,0.8855340231969042,0.2400467945089756
1.1481280120664523,0.8286391980488361,0.8948115824489602,0.971497940228969,0.3093488099260775
1.0620807768339413,0.7514879309934395,0.8199714499708429,0.8998489701825005,0.2797415689088579
1.102702490960174,0.7994830387737122,0.931658246095236,0.8219065975352884,0.3794095389486425
0.9059909301112758,0.8287945026407659,0.8793525704510647,0.80544345243229,0.3222810682447422
1.0868533418466118,0.8014751844850369,0.8966631267695372,0.7813234335313438,0.3672857328220533
1.1271135945063822,0.8823282853090533,0.923931944596194,0.8878056569932891,0.3693348565664132
1.0289276417559534,0.7938122207402097,0.8804784836105815,0.8248430788477148,0.3728004601031194
1.0984529725144137,0.775565933193717,0.893465390366223,0.905075325607041,0.363827771764653
0.7312598542592654,0.4066957457868421,0.6953567565709853,0.9391774609141692,0.2464523128941255
0.9751314383187808,0.5606047816727863,0.7629474076867772,0.921178310197402,0.3568327726286976
1.120106077358334,0.8041498063392241,1.001092678350654,0.929612885791512,0.4230205462867659
1.232001338748181,0.768225022210338,0.9828196430956334,0.9112259704566026,0.4448830604043511
0.697922107528306,0.6945869014204573,0.9161537204222028,0.920349372607354,0.180693910614176
0.4054071582331752,0.3677239289563488,0.6267017766057242,0.8464175386896171,0.1983215098231512
0.1210321925948288,0.1916836510103026,0.6303778583408367,0.9362473585356824,0.0697284567438764
0.1568652414852576,0.7157597185462302,0.8848034939457852,0.9711354694420864,0.106534207826269
0.2534461252806145,0.6402773763439484,0.700811904691806,0.744094972137619,0.0484091192292606
0.9274584714121964,0.7706516586922889,0.9592363956094212,0.8502477344722332,0.345106859202223
0.6557869150427948,0.6164972088431007,0.798801918572788,0.9136205253816136,0.27671836047583
0.7752189342891366,0.6463769175861392,0.7612570864973933,0.9240202627651442,0.272171352583105
0.617866489022994,0.5582465379923468,0.8813731609167279,0.9112242614865232,0.2427477410734941
0.7851965097349789,0.6027852636312002,0.7278302955816772,0.9112130732264584,0.3301610618989322
1.0446937584758311,0.9105510657510824,1.0369483932450827,0.9402781412401848,0.2666539596484203
1.026692502826018,0.9313593316820676,1.0003209337957182,0.9302512756472474,0.3030126481486148
1.0571523709367217,0.8705028566371319,1.0305345120181524,0.9250548608109684,0.3102228368425992
0.8379558402890714,0.7564123096329216,0.8686561857703186,0.9264516531049852,0.3380458047226161
0.9905909507108276,0.9221674091600076,0.8731201631926788,0.9355188763118728,0.2824264778631948
0.7847668724394776,0.6479097524976842,0.7890983877607592,0.8549682647741121,0.2524706259841187
1.0976455715481233,0.6846546170106447,0.7989816234044076,0.8962519009244846,0.3560479980345351
1.0736939494282849,0.9776303963753992,1.0418311895721928,0.9366721040948212,0.3558157307220101
1.0768489605359126,0.9396424270305797,0.9275827023093424,0.9152716456523378,0.3387680726597392
0.7437845836838,0.6221590323712809,0.9307673346951504,0.9188469712432814,0.3956833462823495
1.025742349537475,0.5793966675495275,0.698809809254089,0.8805624973692707,0.3027875495625099
0.938522860793588,0.4709356125076786,0.7607775719267753,0.8893057760409668,0.2805810340360636
0.7408920162220629,0.5472415882440189,0.8390028621155926,0.9142950103806188,0.3139230273229109
0.3626429770756956,0.7005163774332829,1.0011995401044465,0.9098976132402464,0.2094793080617925
0.9229743887243173,0.4515395604347662,0.9038452230727072,1.0432561496664068,0.439158888765548
0.6795944510040579,0.4229285054654645,0.6363794141020598,0.9270824365963372,0.2653586041533419
0.7624176142107882,0.5665067124270257,0.7580935423925392,0.9077556448657764,0.2310391694763365
0.8157973099925417,0.5843226389925423,0.7875434613830019,0.9177231650810987,0.3829866532132918
0.8346233482215653,0.5331511059992567,0.7130079536714783,0.9168591349162688,0.3728766112512597
0.5759389591518256,0.8681858122324465,0.7840229752552902,0.9158442790656592,0.281318974106882
0.9171149075679066,0.851067396758843,1.0422942386279253,0.9114099151773072,0.3218250404762996
0.8060920133815921,0.5562268176689849,0.7630427304155079,0.902723774480482,0.3287913092748583
0.635704258941328,0.4483351374704912,0.3456433609883065,0.8934915662904317,0.1796406840102565
0.5594738621147152,0.4624493172141626,0.3901767265650859,0.8696539754542492,0.2058952397809722
0.5095095209605482,0.5688998409461695,0.457139580439409,0.9141950210191014,0.1698169001813878
