Time,Pelvis_X,Pelvis_Y,Pelvis_Z,HipL_X,HipL_Y,HipL_Z,HipR_X,HipR_Y,HipR_Z,KneeL_X,KneeL_Y,KneeL_Z,KneeR_X,KneeR_Y,KneeR_Z,AnkleL_X,AnkleL_Y,AnkleL_Z,AnkleR_X,AnkleR_Y,AnkleR_Z,FootL_X,FootL_Y,FootL_Z,FootR_X,FootR_Y,FootR_Z,Neck_X,NeckY,NeckZ,Spin_Chest_X,Spin_Chest_Y,Spin_Chest_Z,Navel_X,Navel_Y,Navel_Z,Head_X,Head_Y,Head_Z,ClavicleL_X,ClavicleL_Y,ClavicleL_Z,ClavicleR_X,ClavicleR_Y,ClavicleR_Z,ShoulderL_X,ShoulderL_Y,ShoulderL_Z,ShoulderR_X,ShoulderR_Y,ShoulderR_Z,ElbowL_X,ElbowL_Y,ElbowL_Z,ElbowR_X,ElbowR_Y,ElbowR_Z,WristL_X,WristL_Y,WristL_Z,WristR_X,WristR_Y,WristR_Z
0.033,1454.96459960938,-110.102516174316,2247.35546875,1423.32434082031,-93.327880859375,2172.96069335938,1483.49609375,-125.228942871094,2314.4404296875,1328.95825195313,239.73405456543,2280.546875,1386.00927734375,167.865753173828,2503.43530273438,1458.4765625,544.526062011719,2382.27978515625,1530.31481933594,485.347045898438,2534.1396484375,1354.50769042969,658.907592773438,2452.16430664063,1457.70568847656,583.13525390625,2631.7333984375,1441.11364746094,-582.496826171875,2132.99658203125,1461.95544433594,-392.903717041016,2180.61572265625,1461.12854003906,-266.996154785156,2209.35717773438,1423.00146484375,-653.303405761719,2121.611328125,1429.82946777344,-543.402893066406,2115.27075195313,1460.85913085938,-558.84228515625,2165.39208984375,1353.40368652344,-460.015350341797,2052.33154296875,1517.912109375,-552.839721679688,2269.74609375,1364.61047363281,-241.140686035156,2173.0908203125,1497.55078125,-354.890289306641,2429.1435546875,1261.82836914063,-159.361480712891,2336.96948242188,1321.14270019531,-290.766235351563,2529.14477539063
0.066,1439.0146484375,-116.069969177246,2239.017578125,1409.06103515625,-99.2450942993164,2164.06103515625,1466.02526855469,-131.241714477539,2306.60913085938,1310.55480957031,227.182205200195,2285.71142578125,1310.59252929688,194.571792602539,2285.12939453125,1399.71911621094,553.305053710938,2359.15625,1389.52978515625,530.072204589844,2343.78515625,1250.07971191406,630.391784667969,2340.05322265625,1260.47338867188,617.347961425781,2339.18603515625,1412.44750976563,-590.704528808594,2139.7158203125,1435.94458007813,-399.32421875,2176.66455078125,1442.92199707031,-273.096405029297,2202.20971679688,1393.15783691406,-661.585144042969,2131.94384765625,1402.63732910156,-552.570434570313,2119.36547851563,1431.62951660156,-565.595642089844,2171.26123046875,1338.36413574219,-471.710632324219,2041.63903808594,1485.19348144531,-550.141479492188,2276.30810546875,1269.20361328125,-231.935501098633,2054.72314453125,1513.81286621094,-368.924621582031,2452.86694335938,1183.11096191406,-158.042190551758,2231.125,1334.21423339844,-305.465270996094,2546.82275390625
0.297,1207.04248046875,-120.719329833984,2260.04663085938,1169.98999023438,-92.7004852294922,2197.38159179688,1240.45434570313,-145.985153198242,2316.5546875,994.737670898438,189.135940551758,2281.94262695313,1195.3935546875,152.469573974609,2477.60620117188,988.0830078125,514.517578125,2316.78491210938,1309.80126953125,462.635589599609,2487.86303710938,842.783203125,580.203552246094,2332.88012695313,1237.94226074219,558.441650390625,2573.88818359375,1114.51208496094,-550.887939453125,2125.251953125,1154.94555664063,-376.942657470703,2176.28784179688,1181.04443359375,-263.143981933594,2211.73779296875,1088.55981445313,-613.784973144531,2109.31323242188,1116.072265625,-513.313110351563,2106.70483398438,1128.0078125,-531.210571289063,2160.10693359375,1102.02709960938,-450.377868652344,2002.79162597656,1137.71240234375,-529.172790527344,2272.17553710938,1075.62622070313,-215.546371459961,2009.61352539063,1153.34387207031,-328.3349609375,2404.2509765625,936.484619140625,-80.4915161132813,2051.6904296875,1039.82397460938,-170.788635253906,2455.8857421875
0.33,1150.92309570313,-126.094314575195,2266.23168945313,1118.12072753906,-98.6395034790039,2201.40161132813,1180.50256347656,-150.851516723633,2324.69189453125,957.017272949219,190.2802734375,2284.23461914063,1159.52966308594,152.563446044922,2478.11767578125,957.123779296875,515.309265136719,2308.0947265625,1284.93432617188,457.005065917969,2485.080078125,822.704895019531,598.392150878906,2330.32885742188,1216.45776367188,564.569091796875,2557.86328125,1072.76147460938,-557.155395507813,2132.548828125,1107.72229003906,-381.809814453125,2179.7978515625,1130.16735839844,-268.206115722656,2216.55102539063,1048.8037109375,-620.797424316406,2117.80249023438,1073.62292480469,-520.158142089844,2113.2177734375,1085.15368652344,-536.404968261719,2166.96899414063,1059.84814453125,-459.966674804688,2008.26501464844,1098.36511230469,-525.982055664063,2277.72119140625,1043.63610839844,-225.134857177734,2009.4921875,1120.35412597656,-329.698272705078,2413.79418945313,901.714904785156,-92.6318054199219,2046.02307128906,1009.12811279297,-177.878845214844,2481.67114257813
0.363,1013.01196289063,-131.836166381836,2234.60522460938,1027.23413085938,-116.905136108398,2155.1240234375,1000.18713378906,-145.30012512207,2306.27709960938,1043.34252929688,242.940536499023,2170.07543945313,902.234069824219,201.096084594727,2295.92260742188,1171.59924316406,555.177856445313,2239.12158203125,917.04736328125,548.381652832031,2315.755859375,1087.92663574219,701.348815917969,2229.39868164063,798.65576171875,648.705017089844,2312.39868164063,997.150329589844,-608.794921875,2151.0849609375,1006.69885253906,-415.692474365234,2180.1513671875,1009.37225341797,-289.575042724609,2204.32177734375,981.545837402344,-679.888000488281,2140.42431640625,999.557861328125,-572.676513671875,2125.82690429688,999.786071777344,-581.175598144531,2185.83032226563,988.434448242188,-517.441101074219,2010.07836914063,986.716064453125,-568.391662597656,2302.8408203125,952.387084960938,-271.293334960938,2003.65087890625,909.58837890625,-364.177703857422,2431.84790039063,819.221618652344,-117.48583984375,2050.93408203125,729.233154296875,-254.035888671875,2440.66430664063
0.396,966.704833984375,-134.022979736328,2223.14819335938,989.543334960938,-119.545989990234,2146.34692382813,946.110412597656,-147.077514648438,2292.4033203125,976.694519042969,236.573211669922,2174.81274414063,888.487731933594,205.337753295898,2294.51953125,1110.2880859375,537.597412109375,2265.69409179688,910.808166503906,548.902465820313,2320.13134765625,1036.64245605469,687.421203613281,2255.0009765625,796.121154785156,649.588745117188,2300.16870117188,947.418823242188,-606.359375,2137.5498046875,957.264526367188,-415.051391601563,2167.3671875,960.656188964844,-290.126373291016,2191.92407226563,931.81982421875,-676.676696777344,2126.02026367188,951.380310058594,-570.507446289063,2112.7578125,948.585754394531,-579.083618164063,2172.1708984375,948.48583984375,-516.05859375,1997.33728027344,934.323425292969,-564.983825683594,2287.88012695313,915.866149902344,-271.647521972656,2006.92578125,886.09423828125,-350.272064208984,2409.5,778.913635253906,-121.753471374512,2047.80407714844,720.788879394531,-221.676208496094,2420.697265625
0.429,879.58349609375,-150.817459106445,2209.40869140625,906.585693359375,-137.935485839844,2134.60083007813,855.234375,-162.433685302734,2276.8662109375,899.493225097656,215.121688842773,2155.33349609375,787.063720703125,180.356323242188,2328.90502929688,1107.36145019531,469.3427734375,2235.63940429688,890.686767578125,500.604034423828,2387.27734375,1090.939453125,634.0185546875,2231.9765625,806.14404296875,627.141235351563,2393.26513671875,850.800354003906,-618.321105957031,2128.333984375,863.063415527344,-428.826690673828,2155.572265625,869.34375,-305.182586669922,2179.130859375,834.573608398438,-687.645812988281,2116.47924804688,858.415954589844,-583.463684082031,2103.78466796875,849.080505371094,-590.702514648438,2162.06274414063,879.050231933594,-526.962280273438,1992.71362304688,828.65478515625,-570.087646484375,2274.58325195313,848.171752929688,-285.596496582031,2012.99047851563,802.341430664063,-344.997009277344,2377.25341796875,729.232604980469,-120.506805419922,2037.46459960938,691.90771484375,-171.399627685547,2404.42944335938
0.462,829.973571777344,-151.961791992188,2219.93017578125,841.24609375,-133.832733154297,2143.02075195313,819.808654785156,-168.309555053711,2289.28271484375,793.62890625,212.235794067383,2170.8818359375,780.229370117188,168.309432983398,2376.82690429688,965.979431152344,491.085540771484,2239.46337890625,881.173950195313,485.712768554688,2436.85131835938,909.453552246094,644.300109863281,2254.3876953125,788.610961914063,601.207885742188,2466.13330078125,803.594055175781,-612.677978515625,2128.78173828125,817.4580078125,-424.794738769531,2153.78344726563,823.759399414063,-303.639343261719,2183.26586914063,786.914611816406,-681.310241699219,2117.625,811.797424316406,-578.508544921875,2104.16333007813,801.794616699219,-584.919921875,2161.86157226563,827.8037109375,-524.384704589844,1992.47985839844,773.829040527344,-553.804443359375,2269.10986328125,808.375854492188,-284.157928466797,2013.1953125,781.670776367188,-308.244750976563,2288.84448242188,701.745971679688,-112.454849243164,2032.39697265625,742.532287597656,-106.483909606934,2283.22875976563
0.495,757.493286132813,-152.5087890625,2196.62548828125,772.12451171875,-137.917266845703,2121.69677734375,744.299560546875,-165.666625976563,2264.19189453125,789.572998046875,202.698577880859,2133.18359375,735.076782226563,164.796569824219,2347.34252929688,946.423278808594,475.670928955078,2218.32006835938,854.834411621094,463.170959472656,2419.76220703125,879.12646484375,620.279113769531,2210.486328125,765.237243652344,577.003662109375,2444.28930664063,711.790222167969,-600.823181152344,2111.97436523438,730.96240234375,-418.834808349609,2139.58081054688,742.562927246094,-300.487518310547,2164.89282226563,693.325622558594,-667.099304199219,2101.24340820313,717.493713378906,-566.973571777344,2088.15478515625,714.204711914063,-574.717529296875,2144.90014648438,717.934997558594,-497.687469482422,1987.9140625,705.793334960938,-545.399536132813,2252.77392578125,714.716186523438,-264.907592773438,2023.86193847656,739.029418945313,-318.761779785156,2324.46215820313,654.17138671875,-81.8753814697266,2067.70483398438,675.527221679688,-130.16618347168,2346.45654296875
0.528,704.997009277344,-116.410583496094,2139.06372070313,640.414611816406,-110.975074768066,2088.89086914063,763.233764648438,-121.312019348145,2184.30712890625,525.726928710938,208.757598876953,2207.689453125,782.742736816406,235.744888305664,2221.00244140625,550.070617675781,551.27490234375,2226.75219726563,870.607482910156,555.891723632813,2118.23413085938,431.411468505859,663.361206054688,2268.15185546875,838.919555664063,692.868591308594,2183.33032226563,674.314758300781,-597.215270996094,2125.73071289063,698.654479980469,-403.826843261719,2116.09057617188,704.482666015625,-275.912414550781,2122.44604492188,654.148193359375,-667.374938964844,2133.63500976563,668.197509765625,-565.6796875,2095.57666015625,690.182434082031,-565.096252441406,2151.92919921875,641.715454101563,-512.315246582031,1981.72338867188,719.33642578125,-515.23681640625,2255.07104492188,668.607666015625,-270.363861083984,2031.1064453125,633.126892089844,-289.677978515625,2330.90161132813,625.910766601563,-88.448600769043,2123.5693359375,523.837829589844,-117.613700866699,2385.880859375
